2026-07-16 22:17:18 [com.xxl.job.core.thread.JobThread#run]-[130]-[Thread-94] <br>----------- xxl-job job execute start -----------<br>----------- Param:
2026-07-16 22:18:25 [com.xxl.job.core.thread.JobThread#run]-[176]-[Thread-94] <br>----------- xxl-job job execute end(finish) -----------<br>----------- Result: handleCode=200, handleMsg = null
2026-07-16 22:18:25 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[xxl-job, executor TriggerCallbackThread] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:18:40 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-75] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:29:46 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:30:16 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:30:46 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:31:16 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:31:46 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:32:16 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:32:46 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-74] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:33:48 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:34:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:34:48 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:35:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:35:48 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:36:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:36:48 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:37:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:37:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:38:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:38:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:39:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:39:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:40:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:40:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:41:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:41:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:42:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:42:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:43:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:43:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:44:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:44:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:45:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:45:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:46:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:46:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:47:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:47:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:48:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:48:51 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:49:21 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:49:51 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:50:21 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:50:51 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:51:21 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:51:51 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:52:21 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:52:51 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:53:21 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:53:51 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:54:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:54:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:55:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:55:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:56:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:56:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:57:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:57:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:58:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:58:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:59:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 22:59:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:00:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:00:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:01:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:01:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:02:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:02:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:03:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:03:52 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-16 23:04:22 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-80] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
