2026-07-17 11:06:57 [com.xxl.job.core.thread.JobThread#run]-[130]-[Thread-98] <br>----------- xxl-job job execute start -----------<br>----------- Param:
2026-07-17 11:10:35 [com.xxl.job.core.thread.JobThread#run]-[176]-[Thread-98] <br>----------- xxl-job job execute end(finish) -----------<br>----------- Result: handleCode=200, handleMsg = null
2026-07-17 11:10:37 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[xxl-job, executor TriggerCallbackThread] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting error(Connection refused: connect), for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 11:11:24 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-81] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting error(Connection refused: connect), for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:46:47 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:47:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:47:48 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:48:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:48:48 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:49:18 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:49:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:50:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:50:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:51:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:51:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:52:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:52:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:53:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:53:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:54:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:54:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:55:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:55:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:56:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:56:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:57:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:57:49 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:58:19 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:58:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:59:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 13:59:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:00:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:00:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:01:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:01:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:02:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:02:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:03:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:03:50 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
2026-07-17 14:04:20 [com.xxl.job.core.thread.TriggerCallbackThread#callbackLog]-[197]-[Thread-98] <br>----------- xxl-job job callback fail, callbackResult:ReturnT [code=500, msg=xxl-rpc remoting fail, StatusCode(404) invalid. for url : http://localhost:8080/xxl-job-admin/api/callback, content=null]
